일시,평균기온
2023-01-01,-1.9087280354219227
2023-01-02,-2.626174151277481
2023-01-03,-2.9461835885893346
2023-01-04,-3.0286197822876724
2023-01-05,-3.0295427617021806
2023-01-06,-3.017705078693969
2023-01-07,-3.010529275721685
2023-01-08,-3.008042150495099
2023-01-09,-3.007641827388116
2023-01-10,-3.0077775485967515
2023-01-11,-3.0079183806205405
2023-01-12,-3.007981708078193
2023-01-13,-3.0079981936448417
2023-01-14,-3.0079984785824703
2023-01-15,-3.007996170947046
2023-01-16,-3.0079947563190297
2023-01-17,-3.0079942620995523
2023-01-18,-3.007994180855437
2023-01-19,-3.007994206816858
2023-01-20,-3.0079942344573376
2023-01-21,-3.007994246987907
2023-01-22,-3.007994250283836
2023-01-23,-3.007994250360392
2023-01-24,-3.0079942499106758
2023-01-25,-3.0079942496318313
2023-01-26,-3.0079942495336387
2023-01-27,-3.007994249517164
2023-01-28,-3.007994249522124
2023-01-29,-3.007994249527548
2023-01-30,-3.0079942495300274
2023-01-31,-3.007994249530686
2023-02-01,-3.007994249530705
2023-02-02,-3.0079942495306176
2023-02-03,-3.0079942495305625
2023-02-04,-3.007994249530543
2023-02-05,-3.0079942495305394
2023-02-06,-3.0079942495305403
2023-02-07,-3.007994249530541
2023-02-08,-3.0079942495305416
2023-02-09,-3.0079942495305416
2023-02-10,-3.0079942495305416
2023-02-11,-3.0079942495305416
2023-02-12,-3.0079942495305416
2023-02-13,-3.0079942495305416
2023-02-14,-3.0079942495305416
2023-02-15,-3.0079942495305416
2023-02-16,-3.0079942495305416
2023-02-17,-3.0079942495305416
2023-02-18,-3.0079942495305416
2023-02-19,-3.0079942495305416
2023-02-20,-3.0079942495305416
2023-02-21,-3.0079942495305416
2023-02-22,-3.0079942495305416
2023-02-23,-3.0079942495305416
2023-02-24,-3.0079942495305416
2023-02-25,-3.0079942495305416
2023-02-26,-3.0079942495305416
2023-02-27,-3.0079942495305416
2023-02-28,-3.0079942495305416
2023-03-01,-3.0079942495305416
2023-03-02,-3.0079942495305416
2023-03-03,-3.0079942495305416
2023-03-04,-3.0079942495305416
2023-03-05,-3.0079942495305416
2023-03-06,-3.0079942495305416
2023-03-07,-3.0079942495305416
2023-03-08,-3.0079942495305416
2023-03-09,-3.0079942495305416
2023-03-10,-3.0079942495305416
2023-03-11,-3.0079942495305416
2023-03-12,-3.0079942495305416
2023-03-13,-3.0079942495305416
2023-03-14,-3.0079942495305416
2023-03-15,-3.0079942495305416
