일시,평균기온
2023-01-01,-1.0069274721063284
2023-01-02,-1.1229715594129432
2023-01-03,-1.2562654786811525
2023-01-04,-1.3361685489298205
2023-01-05,-1.3817192147578845
2023-01-06,-1.4377723943512999
2023-01-07,-1.4086310774508828
2023-01-08,-1.483168910350538
2023-01-09,-1.4913637585611115
2023-01-10,-1.5018736940191122
2023-01-11,-1.4555237169990702
2023-01-12,-1.3845329016775292
2023-01-13,-1.346742513318139
2023-01-14,-1.257297127120001
2023-01-15,-1.3120779739969866
2023-01-16,-1.3430727215923932
2023-01-17,-1.4154967094218263
2023-01-18,-1.4616075898069898
2023-01-19,-1.5009953377917622
2023-01-20,-1.57644728484816
2023-01-21,-1.587592517458524
2023-01-22,-1.716330467862594
2023-01-23,-1.783933915081609
2023-01-24,-1.849394196807859
2023-01-25,-1.8437881762063233
2023-01-26,-1.7903949425324102
2023-01-27,-1.7397218996058905
2023-01-28,-1.6018054989507187
2023-01-29,-1.570024116198713
2023-01-30,-1.4765776342235384
2023-01-31,-1.3894534549039887
2023-02-01,-1.2458573108419193
2023-02-02,-1.071952065411276
2023-02-03,-0.9180802348775234
2023-02-04,-0.6917541569137766
2023-02-05,-0.5824907449172558
2023-02-06,-0.4184367007270904
2023-02-07,-0.26438539527367055
2023-02-08,-0.05597416737891515
2023-02-09,0.18022311955783893
2023-02-10,0.3915790458211052
2023-02-11,0.6669464633587561
2023-02-12,0.8126485476899701
2023-02-13,0.9968083921391092
2023-02-14,1.1522258574850301
2023-02-15,1.3428373677916081
2023-02-16,1.543916014856224
2023-02-17,1.7068256568538134
2023-02-18,1.9260275682714347
2023-02-19,2.01424326837923
2023-02-20,2.145811095654964
2023-02-21,2.258625244310906
2023-02-22,2.4198667162679595
2023-02-23,2.6058175643712342
2023-02-24,2.7666413096936155
2023-02-25,2.9938194383660406
2023-02-26,3.096062509104689
2023-02-27,3.2435875205612366
2023-02-28,3.370970547505882
2023-03-01,3.543604152931965
2023-03-02,3.7379047230378486
2023-03-03,3.9060682305911283
2023-03-04,4.1430588896247835
2023-03-05,4.261725479366728
2023-03-06,4.436082626135708
2023-03-07,4.60315572760625
2023-03-08,4.828618694360451
2023-03-09,5.086542590741155
2023-03-10,5.324167058263463
2023-03-11,5.629409876057724
2023-03-12,5.8069491415111605
2023-03-13,6.022771286511489
2023-03-14,6.207378332379143
2023-03-15,6.422651158918328
2023-03-16,6.6424672178714115
2023-03-17,6.817816446284218
2023-03-18,7.044045013325983
2023-03-19,7.136075507042765
2023-03-20,7.271611421816505
2023-03-21,7.3927179683769175
2023-03-22,7.571027301563305
2023-03-23,7.786929702952094
2023-03-24,7.993725632372181
2023-03-25,8.2845283426575
2023-03-26,8.467826793330383
2023-03-27,8.711667293059774
2023-03-28,8.946692670094164
2023-03-29,9.233054306186531
2023-03-30,9.541284125165081
2023-03-31,9.817830528290726
2023-04-01,10.15282559906197
2023-04-02,10.355856752915923
2023-04-03,10.599673676884002
2023-04-04,10.822155815454444
2023-04-05,11.091742229155997
2023-04-06,11.386666592304604
2023-04-07,11.6589835718071
2023-04-08,12.00121545172618
2023-04-09,12.221588966055958
2023-04-10,12.48789180111321
2023-04-11,12.730257325045221
2023-04-12,13.007949411470147
2023-04-13,13.290267874484723
2023-04-14,13.522282656239
2023-04-15,13.79293754416114
2023-04-16,13.911242977204692
2023-04-17,14.050416242703655
2023-04-18,14.150214257143283
2023-04-19,14.282586060688715
2023-04-20,14.430930789487572
2023-04-21,14.553917870595473
2023-04-22,14.751702036735342
2023-04-23,14.840540790709978
2023-04-24,14.995910922962914
2023-04-25,15.154520288812531
2023-04-26,15.380382748388485
2023-04-27,15.645167770747818
2023-04-28,15.893606038742199
2023-04-29,16.211537092183328
2023-04-30,16.402329805067545
2023-05-01,16.631510002053215
2023-05-02,16.829784916053704
2023-05-03,17.05951263359679
2023-05-04,17.294810783346705
2023-05-05,17.48616940727012
2023-05-06,17.727320178948847
2023-05-07,17.83030999518131
2023-05-08,17.96884277774055
2023-05-09,18.080281678697453
2023-05-10,18.23150217719965
2023-05-11,18.39885116773518
2023-05-12,18.533050102225392
2023-05-13,18.726689286089034
2023-05-14,18.79010125347633
2023-05-15,18.895494186203287
2023-05-16,18.979567278467474
2023-05-17,19.109672800498405
2023-05-18,19.263721635697344
2023-05-19,19.394689152565824
2023-05-20,19.597459427918047
2023-05-21,19.683940155548118
2023-05-22,19.82649843699714
2023-05-23,19.960100079172566
2023-05-24,20.14833758015468
2023-05-25,20.363599389087742
2023-05-26,20.552216187449005
2023-05-27,20.802226237756535
2023-05-28,20.91953749833736
2023-05-29,21.07235087767676
2023-05-30,21.194044088761295
2023-05-31,21.34955487127236
2023-06-01,21.51543460843913
2023-06-02,21.644408272222957
2023-06-03,21.832167088198943
2023-06-04,21.892327357976566
2023-06-05,21.99962101973642
2023-06-06,22.091729401773055
2023-06-07,22.234984324011393
2023-06-08,22.404232863558413
2023-06-09,22.547743353945975
2023-06-10,22.754827737495162
2023-06-11,22.831976482103713
2023-06-12,22.94737070061554
2023-06-13,23.033952165056263
2023-06-14,23.15605460531161
2023-06-15,23.289720713179154
2023-06-16,23.38749051387569
2023-06-17,23.545342099104367
2023-06-18,23.577685726866797
2023-06-19,23.66046362581241
2023-06-20,23.73277611153795
2023-06-21,23.862289219079997
2023-06-22,24.024768834180623
2023-06-23,24.168677682408784
2023-06-24,24.382569634965286
2023-06-25,24.471127312181153
2023-06-26,24.59973883844348
2023-06-27,24.697800804655607
2023-06-28,24.825729885237074
2023-06-29,24.955761224316998
2023-06-30,25.037253765027984
2023-07-01,25.164108402867015
2023-07-02,25.15012671585071
2023-07-03,25.172302828183284
2023-07-04,25.172432567802396
2023-07-05,25.222288487461057
2023-07-06,25.302730877553312
2023-07-07,25.367745090133358
2023-07-08,25.51121487215729
2023-07-09,25.54236320373097
2023-07-10,25.629839490734433
2023-07-11,25.704708044897515
2023-07-12,25.827362633529507
2023-07-13,25.968455418077642
2023-07-14,26.074536840618975
2023-07-15,26.235958415930064
2023-07-16,26.262790141246917
2023-07-17,26.328658535605022
2023-07-18,26.37280565624164
2023-07-19,26.46554938535685
2023-07-20,26.587472764814798
2023-07-21,26.693322647445804
2023-07-22,26.87845100653766
2023-07-23,26.953783970924533
2023-07-24,27.089372631585725
2023-07-25,27.21686585684629
2023-07-26,27.396012382502512
2023-07-27,27.595347818793513
2023-07-28,27.757805409623256
2023-07-29,27.96881375699133
2023-07-30,28.032612211474667
2023-07-31,28.116640215315112
2023-08-01,28.154230185654246
2023-08-02,28.210702957773208
2023-08-03,28.263113463807827
2023-08-04,28.2645590396597
2023-08-05,28.31083685442308
2023-08-06,28.21541505926581
2023-08-07,28.15277889220132
2023-08-08,28.060524099702885
2023-08-09,28.00535593150385
2023-08-10,27.963210951579093
2023-08-11,27.8843036872029
2023-08-12,27.860717741192364
2023-08-13,27.70231522994473
2023-08-14,27.58084696435053
2023-08-15,27.43250127107771
2023-08-16,27.323982933818147
2023-08-17,27.232350588274304
2023-08-18,27.10949897189399
2023-08-19,27.04904506270534
2023-08-20,26.861558024459697
2023-08-21,26.718174929024016
2023-08-22,26.55296149849379
2023-08-23,26.429168122170264
2023-08-24,26.319593227247225
2023-08-25,26.171850927734745
2023-08-26,26.076155125007418
2023-08-27,25.841382779044977
2023-08-28,25.639284149386203
2023-08-29,25.4070616850604
2023-08-30,25.213394459880142
2023-08-31,25.038127491311755
2023-09-01,24.836512738919872
2023-09-02,24.70577333727548
2023-09-03,24.459956513856866
2023-09-04,24.273154275823735
2023-09-05,24.081495998654873
2023-09-06,23.94911008334303
2023-09-07,23.848308811997807
2023-09-08,23.724823625478106
2023-09-09,23.665715853914225
2023-09-10,23.47571763736971
2023-09-11,23.321841673118143
2023-09-12,23.136434121672067
2023-09-13,22.98368809165638
2023-09-14,22.839773732987343
2023-09-15,22.657413888519358
2023-09-16,22.532633298944965
2023-09-17,22.279624429251477
2023-09-18,22.07381156345611
2023-09-19,21.85354473213973
2023-09-20,21.685668916126875
2023-09-21,21.545284355937614
2023-09-22,21.380590621841762
2023-09-23,21.280498212702128
2023-09-24,21.05080500180523
2023-09-25,20.85879566789741
2023-09-26,20.63643167297126
2023-09-27,20.44711729627476
2023-09-28,20.266146048865924
2023-09-29,20.0455936621917
2023-09-30,19.881322579318358
2023-10-01,19.58798862317395
2023-10-02,19.342099153669032
2023-10-03,19.083548188270754
2023-10-04,18.880895962720288
2023-10-05,18.710756074509703
2023-10-06,18.522248250100226
2023-10-07,18.40427348064385
2023-10-08,18.161477301008432
2023-10-09,17.958811497782932
2023-10-10,17.72488811407836
2023-10-11,17.519106057762414
2023-10-12,17.312617134375873
2023-10-13,17.053832227559802
2023-10-14,16.83604800557297
2023-10-15,16.472993342378764
2023-10-16,16.14225991037158
2023-10-17,15.786977109997618
2023-10-18,15.480963318256588
2023-10-19,15.207716947220716
2023-10-20,14.924242386905654
2023-10-21,14.727536798622271
2023-10-22,14.429695772763068
2023-10-23,14.201650921524013
2023-10-24,13.975832690048664
2023-10-25,13.81282143444102
2023-10-26,13.682108887931761
2023-10-27,13.527691871047988
2023-10-28,13.43606377054215
2023-10-29,13.212355324157596
2023-10-30,13.024516268306588
2023-10-31,12.805810497695148
2023-11-01,12.620766618298687
2023-11-02,12.444866318325957
2023-11-03,12.228903149259455
2023-11-04,12.06580002184094
2023-11-05,11.76583285263726
2023-11-06,11.500288218552878
2023-11-07,11.20388337061759
2023-11-08,10.941059647597584
2023-11-09,10.686324062867737
2023-11-10,10.389410452492942
2023-11-11,10.142866009855487
2023-11-12,9.757842160338214
2023-11-13,9.40799496157119
2023-11-14,9.031769139255942
2023-11-15,8.698200419013705
2023-11-16,8.38650708545373
2023-11-17,8.050391900388183
2023-11-18,7.784834550341779
2023-11-19,7.401318904186905
2023-11-20,7.0715245528850526
2023-11-21,6.729815486168267
2023-11-22,6.439641351262903
2023-11-23,6.174027079924616
2023-11-24,5.880917164328978
2023-11-25,5.650967766989752
2023-11-26,5.293545822361837
2023-11-27,4.980815621368388
2023-11-28,4.650161211921571
2023-11-29,4.370057109579178
2023-11-30,4.11964435027486
2023-12-01,3.852931032348099
2023-12-02,3.6654092488131713
2023-12-03,3.3690575621660894
2023-12-04,3.1357934526588327
2023-12-05,2.8997484783010155
2023-12-06,2.723519919849939
2023-12-07,2.578604764321744
2023-12-08,2.4107983840423124
2023-12-09,2.3081495219497095
2023-12-10,2.0772107076998214
2023-12-11,1.8874284609887626
2023-12-12,1.6738746640758189
2023-12-13,1.5033812766831982
2023-12-14,1.3542901542102763
2023-12-15,1.180704874822938
2023-12-16,1.0790233993787028
2023-12-17,0.8627299506566377
2023-12-18,0.7055415675361632
2023-12-19,0.5433306255349635
2023-12-20,0.4400357394040668
2023-12-21,0.36782614746714865
2023-12-22,0.2723517752068654
2023-12-23,0.24070216096112862
2023-12-24,0.07782049362569325
