일시,평균기온
2023-01-01,-0.914044986623364
2023-01-02,-1.0379604700118543
2023-01-03,-1.1614411422430626
2023-01-04,-1.2247030290847585
2023-01-05,-1.259201328989338
2023-01-06,-1.3097016933943735
2023-01-07,-1.2718331584545552
2023-01-08,-1.3311443667956517
2023-01-09,-1.3253806050456927
2023-01-10,-1.3346307403480981
2023-01-11,-1.3054970992924222
2023-01-12,-1.2684629871570623
2023-01-13,-1.274795325853618
2023-01-14,-1.2289252982486243
2023-01-15,-1.312847674842363
2023-01-16,-1.3488651527218325
2023-01-17,-1.4064102302844663
2023-01-18,-1.4346647106755288
2023-01-19,-1.466512526068927
2023-01-20,-1.5392602833904325
2023-01-21,-1.5341679832147612
2023-01-22,-1.6256019573133687
2023-01-23,-1.6526046630705524
2023-01-24,-1.7025355239637774
2023-01-25,-1.7155640247211679
2023-01-26,-1.6935055982034228
2023-01-27,-1.6564471527283384
2023-01-28,-1.5059243605405985
2023-01-29,-1.4546207639805449
2023-01-30,-1.3577375469348851
2023-01-31,-1.2847590375553875
2023-02-01,-1.1544687383438195
2023-02-02,-0.9776593727670324
2023-02-03,-0.8080643738870776
2023-02-04,-0.567424749362007
2023-02-05,-0.4520845342467812
2023-02-06,-0.28405455901670873
2023-02-07,-0.12019388453147516
2023-02-08,0.10182397698663155
2023-02-09,0.3448585391183805
2023-02-10,0.5472329844301029
2023-02-11,0.7962308119707675
2023-02-12,0.902653908677248
2023-02-13,1.0430315805702257
2023-02-14,1.1626083927927109
2023-02-15,1.33805763512263
2023-02-16,1.547823929906599
2023-02-17,1.731072163263602
2023-02-18,1.964356971919953
2023-02-19,2.055508436024067
2023-02-20,2.1931212845823405
2023-02-21,2.331390857940767
2023-02-22,2.5328381876134287
2023-02-23,2.7475809208708384
2023-02-24,2.9041260936261795
2023-02-25,3.1012629616455527
2023-02-26,3.1780259666701696
2023-02-27,3.326997632068772
2023-02-28,3.4756768670430285
2023-03-01,3.6640431106797635
2023-03-02,3.85407268953397
2023-03-03,4.008086949987451
2023-03-04,4.240696980538703
2023-03-05,4.37098006045372
2023-03-06,4.5617675618757
2023-03-07,4.737708773917835
2023-03-08,4.964935424826706
2023-03-09,5.2268344293616655
2023-03-10,5.4747754009711045
2023-03-11,5.789776110356797
2023-03-12,5.965799281883642
2023-03-13,6.163507083873392
2023-03-14,6.315290706144765
2023-03-15,6.489399651732624
2023-03-16,6.669903751550875
2023-03-17,6.820932870588579
2023-03-18,7.046712705487091
2023-03-19,7.1571582141202015
2023-03-20,7.312422495203018
2023-03-21,7.4409635649024235
2023-03-22,7.619914997956752
2023-03-23,7.848395375940058
2023-03-24,8.087873638088373
2023-03-25,8.414532731881323
2023-03-26,8.609326557538663
2023-03-27,8.831904137763164
2023-03-28,9.034849861029524
2023-03-29,9.308880027114661
2023-03-30,9.632821106000156
2023-03-31,9.933294319716758
2023-04-01,10.27671993834173
2023-04-02,10.470346346997555
2023-04-03,10.704529341147005
2023-04-04,10.931909342532979
2023-04-05,11.217203758960425
2023-04-06,11.524430070227584
2023-04-07,11.799168655402797
2023-04-08,12.140747259327535
2023-04-09,12.366132212553746
2023-04-10,12.64188962990616
2023-04-11,12.888310228063737
2023-04-12,13.156083883003852
2023-04-13,13.413094340042173
2023-04-14,13.608695139885244
2023-04-15,13.839764611846693
2023-04-16,13.92702636191964
2023-04-17,14.055582593946497
2023-04-18,14.167577408726213
2023-04-19,14.322146519250882
2023-04-20,14.48445226270489
2023-04-21,14.608283163413923
2023-04-22,14.808437018543366
2023-04-23,14.918102783607614
2023-04-24,15.10887455889072
2023-04-25,15.292125921356549
2023-04-26,15.51092026127909
2023-04-27,15.744702681373791
2023-04-28,15.968676271857204
2023-04-29,16.290887342990665
2023-04-30,16.507123978483563
2023-05-01,16.756750444346277
2023-05-02,16.955210978484473
2023-05-03,17.174201008438992
2023-05-04,17.406876590677207
2023-05-05,17.60963253545541
2023-05-06,17.865071996660305
2023-05-07,17.973224326895803
2023-05-08,18.108864383631882
2023-05-09,18.21947339440804
2023-05-10,18.376876191907932
2023-05-11,18.551222635520592
2023-05-12,18.6829835125897
2023-05-13,18.859608613025795
2023-05-14,18.893125483623
2023-05-15,18.961585269268305
2023-05-16,19.011154014229383
2023-05-17,19.121490930259835
2023-05-18,19.278598294048734
2023-05-19,19.429836604397003
2023-05-20,19.65225578365333
2023-05-21,19.744179703647227
2023-05-22,19.883815749481975
2023-05-23,20.02549393518979
2023-05-24,20.241764463811904
2023-05-25,20.4888990329095
2023-05-26,20.686389441621476
2023-05-27,20.914371966197884
2023-05-28,21.00083894647774
2023-05-29,21.144333950227864
2023-05-30,21.286020452936846
2023-05-31,21.470268197633928
2023-06-01,21.649080060547195
2023-06-02,21.772053902488462
2023-06-03,21.951921777091187
2023-06-04,22.016751420960205
2023-06-05,22.13756609613327
2023-06-06,22.23820538705001
2023-06-07,22.379165416414928
2023-06-08,22.542899740423863
2023-06-09,22.687241394920065
2023-06-10,22.901025233575396
2023-06-11,22.981369146115078
2023-06-12,23.088007392414834
2023-06-13,23.152268437490346
2023-06-14,23.242248750007278
2023-06-15,23.34117909884487
2023-06-16,23.412469176752346
2023-06-17,23.56322475560701
2023-06-18,23.609637867743345
2023-06-19,23.714501173891364
2023-06-20,23.798709886433883
2023-06-21,23.925410198729516
2023-06-22,24.085647354134863
2023-06-23,24.245616890898603
