일시,평균기온
2023-01-01,-0.909587605244722
2023-01-02,-1.0052681244787465
2023-01-03,-1.115499283782011
2023-01-04,-1.17567371472086
2023-01-05,-1.2112273068960953
2023-01-06,-1.2727387369825287
2023-01-07,-1.268779022934364
2023-01-08,-1.390037804868248
2023-01-09,-1.4655676257104613
2023-01-10,-1.560304920804576
2023-01-11,-1.608895616589317
2023-01-12,-1.6356465206180282
2023-01-13,-1.6896815552173496
2023-01-14,-1.6778722359873033
2023-01-15,-1.7890644126571562
2023-01-16,-1.8504364510226257
2023-01-17,-1.9251404383654354
2023-01-18,-1.9462466062188852
2023-01-19,-1.93680436593589
2023-01-20,-1.945091653967994
2023-01-21,-1.877615555445022
2023-01-22,-1.9233811513416157
2023-01-23,-1.9102604104863836
2023-01-24,-1.9026113127014739
2023-01-25,-1.8351680835196493
2023-01-26,-1.7330186919535304
2023-01-27,-1.646745985208371
2023-01-28,-1.4853017516200548
2023-01-29,-1.440138240243913
2023-01-30,-1.3414373308824565
2023-01-31,-1.2555961758812284
2023-02-01,-1.118998542921176
2023-02-02,-0.9578955376087475
2023-02-03,-0.8234782989442078
2023-02-04,-0.6247164636419633
2023-02-05,-0.5524894187572009
2023-02-06,-0.4358508416421696
2023-02-07,-0.33958343471962316
2023-02-08,-0.19806905959242194
2023-02-09,-0.03529205701780036
2023-02-10,0.09994905095276074
2023-02-11,0.3010561221596859
2023-02-12,0.3793541584594049
2023-02-13,0.5076906897347069
2023-02-14,0.6227631849686333
2023-02-15,0.7911564791706294
2023-02-16,0.9892780531227885
2023-02-17,1.1681196749218223
2023-02-18,1.4202816098033413
2023-02-19,1.555740664727887
2023-02-20,1.7455276292704234
2023-02-21,1.9241606717596174
2023-02-22,2.1558101527027667
2023-02-23,2.4143749054618944
2023-02-24,2.6483899407193494
2023-02-25,2.94819300236178
2023-02-26,3.1218227843932294
2023-02-27,3.338806758013794
2023-02-28,3.532678863032599
2023-03-01,3.7671979034022556
2023-03-02,4.016444020305295
2023-03-03,4.22971260456425
2023-03-04,4.498634564547986
2023-03-05,4.632999199821922
2023-03-06,4.804442768672153
2023-03-07,4.948849483067438
2023-03-08,5.132443153236833
2023-03-09,5.33175465364682
2023-03-10,5.498392282383335
2023-03-11,5.7260510644691855
2023-03-12,5.826243368078326
2023-03-13,5.971918661337779
2023-03-14,6.099822238864833
2023-03-15,6.2765724415671835
2023-03-16,6.4786410205045355
2023-03-17,6.657161467154233
2023-03-18,6.904997588768824
2023-03-19,7.032549707008621
2023-03-20,7.211460475108298
2023-03-21,7.377063892873243
2023-03-22,7.594550816810305
2023-03-23,7.839029840939064
2023-03-24,8.060403430577795
2023-03-25,8.35048779846786
2023-03-26,8.518851488842667
2023-03-27,8.736533751434408
2023-03-28,8.938486883190997
2023-03-29,9.189717848737871
2023-03-30,9.465311287532396
2023-03-31,9.715257960289073
2023-04-01,10.031521888665281
2023-04-02,10.223826132505746
2023-04-03,10.46332309022065
2023-04-04,10.684997759317351
2023-04-05,10.953782660225357
2023-04-06,11.244568803393335
2023-04-07,11.507037739040088
2023-04-08,11.832747579312255
2023-04-09,12.030951259758599
2023-04-10,12.272310073363737
2023-04-11,12.491347114982426
2023-04-12,12.752614894137173
2023-04-13,13.030756756216672
2023-04-14,13.27538249234145
2023-04-15,13.578186821435324
2023-04-16,13.748785598865162
2023-04-17,13.958430450094856
2023-04-18,14.142445415813825
2023-04-19,14.366360209959488
2023-04-20,14.605921476810364
2023-04-21,14.81190547872976
2023-04-22,15.077165057494156
2023-04-23,15.21239070744978
2023-04-24,15.389751916614525
2023-04-25,15.545267900275682
2023-04-26,15.744887538932021
2023-04-27,15.964464395783539
2023-04-28,16.154553662285174
2023-04-29,16.407465937917603
2023-04-30,16.533058200466783
2023-05-01,16.7024270102798
2023-05-02,16.85035035780872
2023-05-03,17.041453790720247
2023-05-04,17.250281308367768
2023-05-05,17.426191612469054
2023-05-06,17.660507896834922
2023-05-07,17.762394796388385
2023-05-08,17.902621252709768
2023-05-09,18.016050311938855
2023-05-10,18.16782738275673
2023-05-11,18.333444932616203
2023-05-12,18.463603513116333
2023-05-13,18.65129850640282
2023-05-14,18.707609298158076
2023-05-15,18.80535443910491
2023-05-16,18.881460060224338
2023-05-17,19.003020387237758
2023-05-18,19.14723626473381
2023-05-19,19.266159624180606
2023-05-20,19.453680922613792
2023-05-21,19.521242982076934
2023-05-22,19.641450154934375
2023-05-23,19.75042371255694
2023-05-24,19.913883941391397
2023-05-25,20.10714436359234
2023-05-26,20.279943389401033
2023-05-27,20.523545802144824
2023-05-28,20.646591146008635
